text	time	political_position
Like that word *fundamentally* JD? Think that makes it so. They're in a stronger position now than they ever have been. Especially with their ultimate weapon, The Strait of Hormuz. He *f'd* this up so bad and just does not know how to get out. And doesn't want to lose his *sweetheart* Bibi. #AMess	2026-06-15 14:32	
You ignored fundamental military strategy and we've now suffered a fundamentally huge loss. Please see this albatross around your neck for what it is and just get out of the public eye. Write a book about how sorry you are in 5 years and take up a hobby people can nod at. Done. Done-zo.	2026-06-15 14:33	
“Verification REGIME?”	2026-06-15 14:33	
'Fundamentally' is doing a lot of heavy lifting here.	2026-06-15 14:33	
Maybe he meant “thunder-mentally” as in, only intensely insane people would see it as a win?	2026-06-15 14:34	
The regime is fundamentally the same tho	2026-06-15 14:34	
Fundamentally fundamentally fundamentally, trump makes them talk the same way as him	2026-06-15 14:35	
Lies lies lies....Trump Regime covers up truth.	2026-06-15 14:35	
Perfect example of a college degree pissed away, stringing  together three sentences using the word fundamentally three times.	2026-06-15 14:35	
Vance is fundamentally a liar.	2026-06-15 14:35	
"Rubbish. 
The Iranian regime is strengthened purely due to the acts of Trump and Hegseth. 
Also Gulf States are significantly weakened. 

Meanwhile America is even more of a laughing stock."	2026-06-15 14:36	
I don't believe him.	2026-06-15 14:36	
is it true we're giving them over $300bn	2026-06-15 14:36	
What happens when grifting meets delusional	2026-06-15 14:37	
"He says ""fundamentally"" a lot."	2026-06-15 14:37	
Fundamentally	2026-06-15 14:37	
The word ”fundamentally” is being fundamentally misused by Vance.	2026-06-15 14:37	
You keep telling yourself that, JD	2026-06-15 14:38	
🤪🤪🤮🤮	2026-06-15 14:38	
"The fool doesn't know what the phrase ""win-win"" means."	2026-06-15 14:38	
Fundamentally means basically or essentially. What it doesn’t mean is definitely.	2026-06-15 14:38	
"What's the difference between ""obliterated"", and ""fundamentally destroyed""?"	2026-06-15 14:39	
He’s like a toddler who just learned a new word.	2026-06-15 14:40	
No mate, Lose Lose, Iran has walked all over the US, I can't stop laughing!	2026-06-15 14:42	
I don’t get it. Where’s the other win?	2026-06-15 14:42	
The ONLY losers are the American people, once again!	2026-06-15 14:43	
Destroying Iran does not improve the US economy	2026-06-15 14:43	
Another lie from Vice-President Pubeface.	2026-06-15 14:43	
Sure honey, now go play in your own room.	2026-06-15 14:43	
Is his couch fundamentally fucked?	2026-06-15 14:44	
What do we win again? Everything is the same but the lipstick JD Vance painted on the pig.	2026-06-15 14:45	
Please fundamentally explain how this is a win? I’ll wait.	2026-06-15 14:46	
Vance is fundamentally a propaganda tool	2026-06-15 14:47	
Is “destroyed” different from “obliterated”? Asking for a friend	2026-06-15 14:47	
The fundamentals of our war with Iran are strong	2026-06-15 14:48	
A “win for the American people” has got to be the biggest bullshit line ever.	2026-06-15 14:48	
If Iran is destroyed, who is the US negotiating with?	2026-06-15 14:48	
"Hegseth got to blow things up & kill people; Trump gets to claim he ended another war, and Republicans get to say spending a trillion+ taxpayer dollars was necessary and now they *have* to cut healthcare & food programs to pay for it

So much winning"	2026-06-15 14:48	
"We spent billions on an unnecessary war & committed countless war crimes.

As a result, Iran runs the Strait of Hormuz, gets a nonproliferation treaty that turns the click back to the 1960s, & gets paid $300B in reparations. 

America has completely surrendered its world leadership."	2026-06-15 14:48	
Says the dude that's fundamentally full of shit.	2026-06-15 14:52	
"Does Harvard not teach the meaning of the word ""fundamentally""?"	2026-06-15 14:52	
Fundamentally a lying sack of fundamental shit.	2026-06-15 14:52	
Really?  Really!	2026-06-15 14:53	
What’s sad is 70% of the electorate probably will believe the schtick or doesn’t care enough to find out about what it really entails. We need to go back to nipple gate and pressing for Epstein files and demanding why no action is being taken there. I’m so sick of an apathetic and ignorant nation.	2026-06-15 14:55	
"Fundamentally Trump made same claim after US airstrikes in 2025: ""Monumental Damage was done to all Nuclear sites in Iran ... Obliteration is an accurate term!"""	2026-06-15 14:58	
Is he fundamentally lying?	2026-06-15 14:59	
We—the United States — is worse off in every way, and their only metric for ‘winning’ is having killed people.	2026-06-15 14:59	
American credibility: fundamentally destroyed.	2026-06-15 14:59	
He's a fundamentalist	2026-06-15 15:00	
He is fundamentally a lying idiot.	2026-06-15 15:00	
"Why would destroying their economy be an American goal? The JCPOA left it intact and we didn't spend a dime on limiting their weapons program.

Israel wants a failed state in Iran. We don't. There's no reason to go along with Bibi."	2026-06-15 15:01	
"""and that's why we are giving them billions of dollars!"""	2026-06-15 15:01	
Someone just learned a new word!	2026-06-15 15:02	
"What a fool. A ""win-win"" situation refers to both sides benefiting somehow. Our country doesn't benefit when another country's economy is destroyed. 

BTW, the GOP-fascists are destroying OUR economy."	2026-06-15 15:02	
Hey so how is our economy doing?	2026-06-15 15:02	
This war was, fundamentally, a loss for the United States.	2026-06-15 15:03	
Fundamentalmente Vance es estupido!	2026-06-15 15:03	
good job! so much for the iranian american vote.	2026-06-15 15:03	
And you are fundamentally an idiot with the carisma of wet wood.	2026-06-15 15:05	
You can’t put lipstick on a pig, but you can put eyeliner on a Vice President.	2026-06-15 15:06	
BS lies	2026-06-15 15:06	
Idiot	2026-06-15 15:08	
Fundamentally, he lies for dear Leader.	2026-06-15 15:09	
🤦‍♀️	2026-06-15 15:09	
Its fun to be mental as long as people play along with your bullshit.	2026-06-15 15:10	
No. It's not.	2026-06-15 15:10	
"""fundamentally"" doing a lot of heavy lifting here"	2026-06-15 15:11	
"I don’t think he knows what “fundamentally” means…

… or maybe he’s just trying out a new word"	2026-06-15 15:11	
"""Fundamentally"" doing a fuckton of work here."	2026-06-15 15:12	
Then 300 billion to repair what we broke. We been WON.	2026-06-15 15:12	
So, tell us about the 300 billion, JD Couchfucker.	2026-06-15 15:12	
So we’re giving them $300B—to rebuild their economy we fundamentally destroyed. Win-win. 🙄	2026-06-15 15:13	
