text	time	political_position
Makes me wonder if Trump has an inkling to emulate Pol Pot and Khmer Rouge and drag American into an agrarian existence with no drugs, medical care or social support.	2026-06-17 18:17	
"These Trump nominees just do not prepare.
They do prepare to lie though."	2026-06-17 18:21	
Appears this administration is more focused on tearing down any scientific advances rather then promoting them	2026-06-17 18:24	
I appreciate my senator calling this out, but this is the bare minimum.	2026-06-17 18:25	
🤬 WTF?! Is this posted clip of a Slotkin supposed to impress? I mean this is absolutely fn pathetic that our congress is so unable + unprepared to debate with grit the inept + corrupt that is rampant in our federal government.	2026-06-17 18:30	
How can StinkyPants find so many morons to nominate	2026-06-17 18:38	
"It's getting so no serious person can even use the phrase ""gold standard science"" any more--it's now so reliably associated with anti-science, fund-slashing, snake-handling woo-woo."	2026-06-17 18:40	
He's offering a truckload of bullshit. Quite on brand.	2026-06-17 18:41	
"This ""Administration"" knows only how to lie as it trashes the whole US Government...what a pile of lies🙄"	2026-06-17 18:43	
Love her. She isn't afraid of logic and truth.	2026-06-17 18:47	
"What a punchable fucking twerp.
Seriously, is there ANYONE in this joke of an administration who isn’t a joke?"	2026-06-17 18:49	
"Odds Nanaimo Hells Angels get ""Duncan"" a gig with a BC mining company like Noem? These aren't the sharpest tools in the woodshed."	2026-06-17 18:49	
These fucking guys.	2026-06-17 18:50	
"Slotkin? Really?

Sigh.

It's all fucking theater so that the dems can pretend they're resisting. Soundbites for bluebots to repeat."	2026-06-17 18:50	
Dead people can no longer get cancer. Problem solved.	2026-06-17 18:51	
Another trump minion	2026-06-17 18:51	
Believe nothing they say. Watch what they do.	2026-06-17 18:52	
