text	time	political_position
"I could not disagree more. A German President once said something very fitting: ""It cannot be the job of a politician to gauge public opinion and then do what is popular. The job of politicians is to do what is right - and make it popular."""	2026-02-14 19:32	
I know you come here for your humiliation kink	2026-02-14 19:33	
"This is just factually wrong. The media produce tens of thousands of words daily analysing political thought bubbles. Republicans do this all the time, and are prepared to ""lose"" for years, until they win. Controlling the agenda means that everybody is talking about what you want them to talk about."	2026-02-14 19:40	
Are you serious?	2026-02-14 19:41	
the critique isn't wrong. bless your heart.	2026-02-14 19:44	
This is dumber than Simpsons Schwarzenegger presidency. At least he knew he was elected to lead.	2026-02-14 19:47	
Shorter MY: leaders should not lead.	2026-02-14 19:54	
This is probably why you should stop being a political pundit Matty	2026-02-14 19:54	
Let’s call it “Schumerism”. It’s not great, but go off.	2026-02-14 19:55	
Yes and this is dumb and wrong because you have the intellect of a wet fart.	2026-02-14 19:57	
Starting with Nixon, Republicans have been very much committed to changing & forming public opinion using the techniques of Madison Avenue.	2026-02-14 19:58	
If you win office without trying to rally voters to a program, someone else will fill the void and shift the ground under your feet leaving you twisting in the wind. It's a silly and an empty vision for public service.	2026-02-14 19:59	
Leaders shouldn’t lead.	2026-02-14 20:00	
"So you don’t believe our leaders should … lead.

Brilliant."	2026-02-14 20:00	
We're you born stupid or did you have to practice?	2026-02-14 20:00	
"Is Van Hollen not a ""working politician"" or are you too stupid too see how he effected a change in opinion?!?

Sorry this is just shitty engagement bait if you ask me..."	2026-02-14 20:02	
Then why have politicians at all? Just rule by public opinion polling.	2026-02-14 20:03	
i see why you like it better on twitter where everyone's head is empty and all outcomes are the same	2026-02-14 20:04	
This is deeply stupid. 	2026-02-14 20:05	
"No, the pervading critique of you is that you don’t actually believe in anything.

You do not actually advocate any particular goal. You do not challenge anything. Your entire schtick is maintaining the status quo and the people who prosper from it, regardless of how much it changes."	2026-02-14 20:05	
Changing and persuading are essentially the same thing.	2026-02-14 20:12	
Count me among your critics then. Yes, we want politicians to struggle with the details of legislation and to vote our interests, but we also vote to put a pulpit under their feet. Why would you imagine we shouldn’t expect them to use it?	2026-02-14 20:14	
"Matty, what does the word ""Representative"" mean in the dictionary?"	2026-02-14 20:18	
Wait. You're saying our leaders should be followers instead of leaders? There oughta be a word for that. Something like oxymoronic.	2026-02-14 20:19	
Matt, you and Ezra used to be interesting analysts, what went wrong?	2026-02-14 20:20	
🤦‍♂️	2026-02-14 20:22	
We can argue about whether that is the job of politicians, but perhaps more to the point is when pundits see themselves in the same light, and use their voices to persuade the public that demanding more is politically impossible.	2026-02-14 20:24	
"""Society should be governed by hypocrites who believe in nothing but identifying with power"" – hypocrite who believes in nothing but identifying with power"	2026-02-14 20:31	
You pundits just stand it when you don't get to gatekeep the influence. We don't need you and we never did.	2026-02-14 20:33	
You're an idiot.	2026-02-14 20:35	
Media outlets that drive public opinion are driven by clicks. Someone has to take a leadership role and do what they believe is right.	2026-02-14 20:38	
"Who is ""everyone else""? Pundits like you, saying ""follow public opinion""? What is the mechanism you're proposing here?"	2026-02-14 20:41	
So politicians should just blindly do what their constituents, who may not have the same inside info on an issue, tell them? Better that they communicate facts clearly and broadly about an issue so the voters can make better decisions. (We actually have a pol like that in my red area.)	2026-02-14 20:47	
Just the dumbest motherfucker in the game	2026-02-14 20:57	
It’s amazing how consistently wrong you are. It’s almost impressive.	2026-02-14 21:12	
Exactly! Leaders should follow—not work to gain support to enact the agendas for which they were elected. That way nothing in the country improves, so every body wins! Spot on, as always!	2026-02-14 21:14	
This is one of the stupidest things I’ve ever seen you post. If I want to get paid millions for my opinions like you, do I just need to start saying the most stupid shit imaginable?	2026-02-14 21:16	
So, the person paid to be a politician is not obligated to perduade people about politics, people who are not are- like a hobby?	2026-02-14 21:18	
DJT’s entire political career wold disprove this, no? Nearly every position he holds has shifted the GOP of 12y ago, and I suspect his willingness to push those boundaries is a big part of what made him popular	2026-02-14 21:22	
OK, here’s my opinion… You’re a fucking wind sock and you suck	2026-02-14 21:22	
Every day you reveal that you're a fucking idiot	2026-02-14 21:23	
Wut	2026-02-14 21:24	
Midwit Yglesias has never heard of the concept of leadership.	2026-02-14 21:24	
Your _entire job_ as a politician is to persuade people to vote for you. That necessarily involves changing people’s opinions about you, or voting, or the parties but it can also involve changing people’s opinions about issues.  Some of those are harder than others, but you should still try.	2026-02-14 21:31	
I bet number 2 thing is hey it’s that asshole	2026-02-14 21:32	
What a bizarre and pathetic vision of politics. Thank God our best leaders didn’t share it.	2026-02-14 21:34	
“Leaders shouldn’t lead” is…a take.	2026-02-14 21:35	
that’s literally what they do to gain and maintain support	2026-02-14 21:36	
That's literally the main job of working politicians. Gathering and galvanizing support for their policy positions so they can enact them.	2026-02-14 21:36	
"Why not just have referendums on literally everything. What could possibly go wrong. 
by Matty Y"	2026-02-14 21:41	
NO! You have it backwards. They’re elected leaders. It’s their damn job to stand on principle and persuade. They get elected if they’re successful. Want to know why people hate politicians? Bc they focus on doing what you claim here. Bless you if you think elected leaders should be passengers	2026-02-14 21:41	
That's fucking stupid Matt, the point of leaders is that they *lead*	2026-02-14 21:55	
You're a fucking moron.	2026-02-14 22:10	
The job of politicians is to generate “good” legislation. If there is a secondary job it is small, and that is to get re-elected to do it again.	2026-02-14 22:13	
I can’t believe people pay you to say demonstrably counterfactual takes this often	2026-02-14 22:18	
Some of us prefer leaders that lead.	2026-02-14 22:19	
"Would love to hear you try to square this with your hatred of ""the groups"" trying to do the very thing that everyone else is supposed to do!"	2026-02-14 22:24	
If this were the case, politicians votes' would reflect popular sentiment. They'd act without bias as some sort of poll-reflecting voting robot. Your brain is as smooth as your head.	2026-02-14 22:25	
So... the concept of using the soap box provided by one's office is something you are incapable of comprehending? You seem to be suggesting they should only read polls and vote.. that's rather blatantly not the job description.	2026-02-14 22:30	
Nope, sorry. Elected officials have two seemingly conflicting jobs: carrying out the will of their electorate, and LEADING. But these r the same thing. A gifted and passionate pol steers public opinion so it appears they r following their constituents’ will. Any competent exec knows how to do this.	2026-02-14 22:33	
Please become a politician then, MattY.  No one will vote for you, but at least you’ll stop trying to persuade us.	2026-02-14 22:34	
"Ah, yes, the job of a ""working politician"" is to win elections because if they don't they'll no longer be a working politician. Leadership is, what, a luxury for a politician? This technocratic view of politics seems positively quaint, and catastrophically passive when the system is under assault."	2026-02-14 22:38	
It’s a valid critique. Because it’s stupid.	2026-02-14 22:39	
Are you saying that thousands of non-politicians flipped GOP opinion on tariffs?	2026-02-14 22:47	
you always have to go for the contrarian take. that shtick is old. stale hot dog bun in the back of the cabinet	2026-02-14 22:53	
