text	time	political_position
This may be a good thing; I don’t know. But generally speaking, the personality profiles of military veterans tend to lack empathy. Again, clearly not everyone, but we can’t just assume veterans would be good candidates for a more caring society.	2026-06-09 17:21	center-left
Let's hope they don't equate national security to giving a blank check to Israel	2026-06-09 17:26	left
When people [men] say women are too emotional, watch the latest Meet the Press interview.	2026-06-09 17:34	center-left
Fantastic news	2026-06-09 17:36	center-left
Why is o.k. for billionaires not to ever give us cost of living pay increases, as we fund their tax cuts to make them exponentially richer?😕ofgs	2026-06-09 17:42	left
As long as they are not AIPAC funded. we will elect them !	2026-06-09 18:03	left
Let’s hope they can do better than the men, ‘cause the men haven’t done much.	2026-06-09 18:17	center-left
Yes	2026-06-09 18:26	middle
Oh and Trump manbaby can’t handle strong women but himself is a temperament emotional mid-cycle PMS MESS! 🤬 women are too emotional! Every woman with a man knows she’s the ROCK in that relationship!	2026-06-09 18:31	center-left
There are A LOT of doctors running for office as well!	2026-06-09 18:35	middle
This is much needed The more women in office, the better run our government will be Female veterans even better Stellar outcomes when women are elected to office Women veterans have the discipline & command presence to get the job done for the working class NOT THE BILLIONAIRE CLASS	2026-06-09 18:55	center-left
Alright, women, time to take out this trash…	2026-06-09 19:01	center-left
To get a good balance, people from the world of sciences, should also get involved in the political world	2026-06-09 19:07	middle
All to the good.	2026-06-09 19:20	middle
It’s ones more way for them to fight for democracy. No one better qualified	2026-06-09 19:21	center-left
That didn't help IA in the past. Ernst and Nunn are both veterans and are fully on the MAGA wagon.	2026-06-09 19:30	middle
Yay for the women They build peace	2026-06-09 19:30	center-left
Something to ponder. Our military is SO FUCKED right now, who will we get 10 yrs from now? Guess what..I work around them. I'm retired military. It's NOT the best and brightest any longer. It's scary who joins.	2026-06-09 19:38	center-left
Our veterans know what fighting for our country really means.	2026-06-09 20:01	center-left
LADIES NEED TO FIGHT FOR RIGHTS A G A I N	2026-06-09 20:13	center-left
Gender representation matters. The job - not so much. Over representation from military might influence how much we spend on the military. It is too much as it is.	2026-06-09 20:17	left
Good. I’d like our next president to be a combat veteran. Jason Crow or Mayor Pete anyone?	2026-06-09 20:19	center-left
They need to go somewhere. Hegseth doesn’t want them in the military anymore.	2026-06-09 20:22	center-left
Thanks to all of them 🙏	2026-06-09 20:35	center-left
#VoteBlueToSaveAmerica #VoteBlueToSaveDemocracy #BlueTsunami #GOTV	2026-06-09 20:52	center-left
EVERY DEM RUNNING SHOULD READ AND SHARE...	2026-06-09 20:56	center-left
VOTE GOP OUT	2026-06-09 21:02	center-left
This applies to the Senate also and all government positions including State and Local...	2026-06-09 21:26	middle
No one over 60 belongs in politics anymore. #Takeawaythekeys	2026-06-09 21:30	middle
I think we all have become aware that Men Are far too emotional to lead. I am 100% ready for a change!	2026-06-09 21:45	center-left
If they had run in 2024 we may not have been in this mess	2026-06-09 21:46	center-left
Perhaps report on the soldiers lack of food and burn pit fumes those stationed on land in the Middle East are enduring.	2026-06-09 21:54	middle
We prefer people who have already taken an oath to serve and protect!	2026-06-09 22:14	center-left
You'd think their politics were more important than their military service.	2026-06-09 22:16	middle
Only an American would think a military candidate was a good thing.	2026-06-09 22:18	left
Wish I could vote for Graham Platner in Maine. Terrific new Dem voice!	2026-06-09 22:19	center-left
Gosh. It’s almost as though they knew what they were fighting to defend and see an urgent need to continue defending those things now that they’re back home!❗️	2026-06-09 22:20	center-left
Well, from endless wars, we get endless veterans, motivated to serve.	2026-06-09 22:22	middle
And in the meantime, the GOP:	2026-06-09 22:41	center-left
Beware the Tulsi Gabbards among them! Woman, veteran, ran as a Democrat and look how that turned out. Support and Vote for progressive women (and men) - not any DINOs.	2026-06-09 22:59	left
This is as it should be. You should have experienced war before you send people’s kids to war, somebody’s spouse, somebody’s aunt or uncle, brother or sister, niece or nephew to war. Oh and, yeah, a Congress that uses their power to stop stupid presidents from starting an illegal war.	2026-06-09 23:02	center-left
Bring on the Matriarchy!	2026-06-09 23:04	center-left
Go female Veterans YAH	2026-06-09 23:08	center-left
Thank you for your continuing service to protect Democracy. Let's go! Register to vote.gov	2026-06-09 23:08	center-left
Governments & political parties should include scientists. Scientists are educated, they look for solutions in a scientific way, they change a hypothesis, if it doesn't work. We need rationality & politicians with the capacity for abstract & critical thinking	2026-06-09 23:13	middle
A bunch of old white men have been running this country for 250 years and I think it’s time for women to run it for awhile. They run everything at home and I’m sure they could make this country better for all people.	2026-06-09 23:15	center-left
Not really a fan of that. The military, the cia, the fbi are all indoctrinated to fight the left.	2026-06-09 23:26	left
Always thought we should put women in charge of EVERYTHING 🤯 Men have had their go, and basically, have screwed us ALL over	2026-06-09 23:34	center-left
This is the way	2026-06-09 23:59	center-left
Well, you create more veterans, that'll happen.	2026-06-10 00:27	middle
And, doctors!	2026-06-10 01:03	middle
Good. Make me the Democrat national convention chairman.	2026-06-10 01:06	middle
Both women and veterans are being disrespected every day by Trump and his minions. It's nice to see so many women and vets fighting back by running for office and trying to save what's left of our democracy.	2026-06-10 01:20	center-left
It took a lot to allow women to have the same status as their male counterparts in the military. I am very unsatisfied with the current actions being used against/for them. Degrading, humiliating is not the answer IF anyone thinks women are NOT STRONG ENOUGH FOR THE MILITARY. HAVE A BABY.	2026-06-10 01:53	center-left
Why are they old people? Didn't we learn the fifth time with our current president? Just saying. We need women younger willing to bite back and take a chunk out of the regime. We don't need sweet old ladies. Which is harsh... but, come on. We need a woman like uh What's her face. AOC or something.	2026-06-10 03:03	center-left
“People” who elect and reelect Republicans are the problem.	2026-06-10 03:36	center-left
I no longer trust the military!	2026-06-10 03:41	left
We need more women running the government - men suck at it ….	2026-06-10 03:49	center-left
Force them to resign because you won't promote them just gives them time on their hands.	2026-06-10 04:08	center-left
This is good, more diversity. Maybe they'll have a solution to the problems plaguing us today. Like F*ck Trump.	2026-06-10 04:21	center-left
Good! Excellent in fact. We need actual warriors in office and not a fake bone spurs coward running the country.	2026-06-10 04:33	center-left
Remember Men cause ALL the problems in the world, vote for a change	2026-06-10 04:48	center-left
@politico.com one of those Democratic veterans is @bajun-mavalwalla.bsky.social for Congress who is running up here in Eastern WA to unseat one of Trump's enablers. Get on board and spread the word! www.votebajun.com	2026-06-10 04:51	center-left
The number of Democratic and women veterans running for federal office this year is at record levels As apposed to Trumps None Democratic Jim Crow Candidates with Zero Military background Holding Military Titles. Place Holders for Executive Orders from Draft Dodger with Zero Military Experience! .	2026-06-10 05:36	center-left
Help these people. Tell your current reps in DC what you think. It only takes a few minutes and it doesn't cost any money. We don't need money in politics. We just need people to participate. Please support Initiative No. 2 100% Democracy on my website: www.nationalfinancialplan.com	2026-06-10 07:17	center-left
I would be worried it’s not the old wolf in sheep’s clothing. Are they really dems or reps dressed up as dems waiting to vote	2026-06-10 07:22	middle
Scary	2026-06-10 07:58	middle
Every single Democrat who’s been coasting needs to be primaried.	2026-06-10 09:22	left
"Meanwhile, over on the Trump Party side, we have ""veterans"" of Fox News and reality TV."	2026-06-10 09:28	center-left
It’s almost as if we had 20 years of wars with a volunteer military that attracts people drawn to serving their nation in times of need and those former military members see another crisis to defend us against.	2026-06-10 09:45	middle
Women, if you are depending on men to ensure your rights for ANYTHING, you have already lost. Vote to protect and ensure your rights. Despicable MAGAts will subjugate you in a second.	2026-06-10 10:09	center-left
VOTE OUT EVERY REPUBLICAN THAT VOTED AGAINST YOUR INTEREST.	2026-06-10 10:57	center-left
More vets in Congress is a net positive. Real world experience > career politicians any day.Curious how the party split looks though	2026-06-10 11:56	middle
People who can understand the cost of war. Unlike Little Petey, mr. tough guy.	2026-06-10 12:06	center-left
are we tired of the white boys running the world into the ground?	2026-06-10 12:09	center-left
"My rep was a Navy Seal and cannot go three sentences without mentioning that. Gutless Trump toady whose ""service"" only means that he was once in a lot better physical shape. Platner's a product of a racist/tone deaf all volunteer military culture. Stop voting for ""vets"" just because they're vets."	2026-06-10 12:09	left
It is going to take a strong Democratic Party to clean up the corruption that this administration has been complicit in.	2026-06-10 12:46	center-left
watch out for imposters	2026-06-10 13:11	middle
Current events have really stood the old hippie distrust/dislike for the military on its head	2026-06-10 13:57	middle
As long as they're not running against each other..	2026-06-10 14:49	center-left
A 47% increase is absolutely incredible! This is exactly the fresh energy Congress needs. Shoutout to these veterans who continue to serve the nation	2026-06-10 20:22	center-left
Interesting	2026-06-10 23:50	middle
