text	time	political_position
From the top-tier of oxymoronic rhetoric. And for a bloated brown envelope full of ‘donations’ they’re all Marxists*…the dirtiest, sleaziest, most brazenly dishonest career path chosen by attention-seeking talent vacuums too ugly for mainstream celebrity culture! *	2026-03-03 19:26	middle
I've come to decide that every politician thinks they are authentic, but due to the nature of their job they're always somewhat lying. I judge politicians now by how solution oriented they are. Can they actually talk implementation details or do they just keep using catch phrases?	2026-03-03 19:28	middle
That depends upon who you think is an “authentic” politician .	2026-03-03 19:28	middle
Hey Matt less than 3% of Congress has refused AIPAC funding. Maybe less than 2%.	2026-03-03 19:32	left
Can I be both authentic and a liar? Only in politics.	2026-03-03 19:36	middle
Happens to every politician past and present! If they didn’t we would be living in a parallel world.	2026-03-03 19:37	middle
You are probably really fun at parties.	2026-03-03 19:44	middle
What is an authentic politician?	2026-03-03 19:45	middle
Too many people think that being “authentic” means just means swearing	2026-03-03 19:47	middle
Everyone?	2026-03-03 20:10	middle
"Is the ""authentic"" ""Brother Trump"" not working out for them? 🤔"	2026-03-03 20:14	center-left
Boy ain't that the truth. We've had some pretty big losses due to the lack of absolutely perfect candidates (translation=candidates that do only what 'I' want).	2026-03-03 20:16	center-left
People like to feel validated and vindicated. They don’t listen to policy. A politician having MORALS and CONVICTIONS??? Ew.	2026-03-03 20:16	middle
I miss the 90s - when politically correct was an aspiration not a slur.	2026-03-03 20:26	center-left
Lol! So true.	2026-03-03 20:26	middle
*-“…until they do something that goes against what they’ve claimed to strongly stand for earlier.”	2026-03-03 20:35	middle
Like what exactly? Accepting Aipac & corporate money (aka bribes), hidden Nazi tatoos. Just look how Fetterman turned out, another Manchin/Sinema in the making. They shouldnt have to be put a purity test but many go into politics with their own agendas. Its difficult these days to weed them out.	2026-03-03 20:42	left
I mean, yes, how is that profound?	2026-03-03 20:48	middle
contrarian twatwaffle say what?	2026-03-03 20:52	middle
That I have zero friends is how you know that I am actually authentic.	2026-03-03 21:01	middle
An authentic politician is by default a liar.	2026-03-03 21:42	middle
Nobody trusts crooked ass politicians and it only takes one time for us to see them for who they are. Fixed that shit for you.	2026-03-03 21:47	middle
Authenticity is a low bar. It states a certain amount of good faith. That doesn't equate to agreement or following. One can be authentic and be wrong. Own can be authentic and be an ass. But a highly inauthentic person is not worth engaging with. A whole class of wrong by itself.	2026-03-03 21:52	middle
Kinda like pundits, eh?	2026-03-03 22:09	middle
"Bullshit there hasn't been an authentic politician in 250 years they're all showmen putting on a show for you for their backers, and none of it is ""Authentic""."	2026-03-03 22:17	middle
Naw, Thomas Massie is cool, even if he did block me on X. 😂	2026-03-03 23:05	center-right
I like authentic journalists too, which you are not.	2026-03-03 23:09	middle
"That's because they are only ""authentic "" in their eyes if they agree with their positions. Like you said, until they don't."	2026-03-03 23:13	middle
Everyone hates when politicians flip flop on issues until the politician changes their mind to agree with them.	2026-03-03 23:14	middle
I think one could say that about any authentic person.	2026-03-03 23:15	middle
Authenticity is only valuable if the person is authentically a good person.	2026-03-03 23:17	middle
Yes that's how it works. You receive new information and decide no I won't support the that person anymore. Did you think this was insightful dilettante?	2026-03-03 23:22	middle
"Everyone says ""everyone"" when they mean something more like, so many people or it's very common or there are a lot of people. Like that."	2026-03-03 23:24	middle
This seems oddly close to complaining about being canceled or trying to defend the canceled. Very few people have even been canceled for being rational. Lots of people have been canceled for being assholes. The math seems fairly simple to me.	2026-03-03 23:36	center-left
The important thing is to be genuine. If you can fake that, you're golden	2026-03-03 23:42	middle
That doesn’t stop MAGAs. They’ll just claim that he didn’t mean what he said, or it was just a joke.	2026-03-04 00:31	center-left
You’ve been warned Mamdani. People expect politicians to agree with about 200 million people daily…24 hours.	2026-03-04 00:36	middle
Platner is not authentic.	2026-03-04 00:52	middle
Holy shit. You're still alive?	2026-03-04 01:00	middle
"I had some disagreements with Obama, not many but I stood with him and his admin. What I am sick of, having to vote for the ""at least we are not them"" candidates the DNC shoves down our throats. I used to vote third party just to make a statement, that was pre right wing terrorism."	2026-03-04 01:05	left
Authentic isn’t just a communication style or wearing sweats. It is being consistent & recognizably so with what you say, what you do, based on clear values consistently lived by so that one is understood to be reliable & therefore trusted. Performative authenticity is not being actually authentic.	2026-03-04 01:22	middle
Authentic human vs bs authentic politician. Trump is an authentic politician. Grifter. Liar. Conartist. Vance, And the entire executive branch- including Bondi; authentic politicians. Biden is an authentic human. Harris is an authentic human. Politics is simply a tool to get shit done.	2026-03-04 01:27	center-left
What does “authentic” mean? In the Trump era, it mean pushy, crass, and openly racist. Generally, the minute they open their mouths they say something I disagree with.	2026-03-04 01:40	center-left
hopefully you're not conflating authentic and trump	2026-03-04 02:09	center-left
Wow. Authentic perspective Matt	2026-03-04 02:10	middle
"Anything ""authentic"" is most likely over rated or a lie. ""That is the most authentic fill in the blank thing I've eaten, listened too, voted for blah its like when I say I ""curated"" my shop or my fave when someone says ""no worries"""	2026-03-04 02:15	middle
People don’t agree with things they disagree with regardless of who is saying it. That’s some big-brained stuff. A huge discovery.	2026-03-04 02:36	middle
Whats your point	2026-03-04 03:15	middle
Exactly 👍 that’s why poles and likability bullshit does really mean anything much anymore.	2026-03-04 03:16	middle
"What about ""authentic"" commentators?"	2026-03-04 03:20	middle
"what about pundits, ""authentic"" or not? which do we prefer this year?"	2026-03-04 03:22	middle
Until the topic becomes the Middle East	2026-03-04 03:34	left
when people say 'authentic' they mean 'actor who plays a normal person believably'	2026-03-04 04:07	middle
Does anyone really love politicians? 🇺🇸😪	2026-03-04 04:11	middle
Is this supposed to be a hot take?	2026-03-04 04:13	middle
I think what people hate are liars. Very few - if any - politicians tell the truth. They say whatever will get votes, then do whatever their wealthiest donors want.	2026-03-04 04:15	middle
I agree, the minute they say they are a politician I no longer love them. Politicians are a live action version of used toilet paper.	2026-03-04 04:18	middle
Like Fetterman?	2026-03-04 05:46	middle
Coulda just left the world politicians out of that and printed tee shirts.	2026-03-04 10:08	middle
Got into a very dumb fight with a leftist who supports Mills over Platner. Which I found funny at least.	2026-03-04 11:27	center-left
IDK, that doesnt bother magas, they just pretend the great and powerful leader is always right.	2026-03-04 11:42	center-left
True if you are a child.	2026-03-04 13:38	middle
Like have a Nazi tatoo	2026-03-04 14:33	middle
perhaps politicians should provide justification for their behaviors ...there's campaign promises...the constitution...listening to constituents...and right from wrong politicians should be held accountable (at a higher standard)	2026-03-04 14:44	middle
People confuse style with substance. Perceived authenticity often has little to do with actual authenticity--it's a measure of the pol's style, based on their ability to convey emotion. Actual authenticity is congruence between rhetoric and voting.	2026-03-04 16:07	middle
What a worthless generalized statement that is apropos of nothing.	2026-03-04 16:40	middle
I don't understand why it's so hard to just disagree with each other. It's not the end of the world!	2026-03-04 16:55	middle
"There are no ""authentic"" politicians. It's all sound bites and beg letters. Both parties We vote for the politician that will do us the least harm. Shitty way of doing business but there it is"	2026-03-04 17:19	middle
"Then I guess they don't know the definition of ""authentic"" then, No?"	2026-03-04 17:56	middle
True authenticity of any person politician or otherwise is when their actions are leading their words. They act before mouthing off.	2026-03-04 18:06	middle
Ok, sir. I shall call. Show me 2 examples of authentic politicians.	2026-03-04 18:36	middle
Do they? Everyone?	2026-03-04 19:07	middle
I disagree. I love that they show their true character. Politicians aren't here to be liked, they're here to work for us.	2026-03-04 19:10	middle
Depends whether we're talking abt an idiot fascist or pretty much anyone else. Fascists have no knowledge of reality (Foxnews).	2026-03-04 19:43	center-left
You mean like Fetterman?	2026-03-04 19:47	middle
Not you though, am I right?	2026-03-04 19:53	middle
Which, sooner likely than later, they will do.	2026-03-04 20:13	middle
First of all, I don’t “love” ANY politicians Second, I don’t like “authentic” politicians, I like obedient ones. “Do what your constituents elected you to do, or get fired. Period.” Politicians should have 0 job security, and should be OBSESSED with pleasing the people they represent.	2026-03-04 20:18	middle
